,ETER ID,English Institution Name,Reference year,Total academic personnel (FTE),Total academic personnel (HC),Total students enrolled ISCED 5-7,Total graduates ISCED 5-7,Total students enrolled at ISCED 8,Total graduates at ISCED 8,scopus_authors,number_articles,total_eter,state
450,IT0085,University of Trento,2014,0,908,16691,3597,592,154,3865.0,10062.0,21034,Trento
451,IT0086,International School for Advanced Studies (SISSA),2014,0,106,0,0,303,49,2372.0,5801.0,352,Trieste
452,IT0087,University of Trieste,2014,0,986,16167,3548,351,118,9141.0,27112.0,20184,Trieste
453,IT0088,University of Udine,2014,0,1030,15498,3170,282,117,4083.0,11163.0,19067,Udine
454,IT0089,University of Urbino Carlo Bo,2014,0,611,14068,2806,163,55,1304.0,4420.0,17092,Pesaro E Urbino
455,IT0091,Ca’ Foscari University of Venice,2014,0,702,19832,4900,342,96,1380.0,3844.0,25170,Venezia
456,IT0092,University IUAV of Venice,2014,0,370,4604,1532,167,0,194.0,387.0,6303,Venezia
457,IT0093,"University of Piemonte Orientale ""Amedeo Avogadro""",2014,0,480,10811,1826,128,54,1789.0,4327.0,12819,Vercelli
458,IT0094,University of Verona,2014,0,1099,23549,5159,451,178,7641.0,20212.0,29337,Verona
459,IT0095,University of Tuscia,2014,0,467,7634,1417,203,74,1472.0,4312.0,9328,Viterbo
460,IT0244,Link Campus University,2014,0,256,1719,173,0,0,6.0,6.0,1892,Roma
461,IT0001,Marche Polytechnic University,2013,0,721,16393,3210,397,125,4144.0,11437.0,20125,Ancona
462,IT0002,Università della Valle d’Aosta,2013,0,130,1172,224,0,0,25.0,43.0,1396,Aosta
463,IT0003,University of Calabria,2013,0,1154,31269,4951,389,103,3061.0,10194.0,36712,Cosenza
464,IT0004,Polytechnic of Bari,2013,0,398,10658,1553,117,33,1192.0,3470.0,12361,Bari
465,IT0005,University of Bari Aldo Moro,2013,0,1838,52118,8535,550,288,11575.0,34460.0,61491,Bari
466,IT0006,University of Sannio,2013,0,274,6221,875,108,41,466.0,1360.0,7245,Benevento
467,IT0008,University of Bergamo,2013,0,506,14695,2883,255,89,458.0,1089.0,17922,Bergamo
468,IT0009,University of Bologna,2013,0,3898,80318,17562,1661,572,23745.0,73437.0,100113,Bologna
469,IT0010,Free University of Bozen-Bolzano,2013,0,345,2841,711,113,11,219.0,390.0,3676,Bolzano
470,IT0012,University of Brescia,2013,0,1859,14794,2502,228,57,5439.0,14436.0,17581,Brescia
471,IT0013,University of Cagliari,2013,0,1406,28963,4741,614,88,7016.0,21911.0,34406,Cagliari
472,IT0014,University of Camerino,2013,0,467,7277,1248,218,41,2207.0,7530.0,8784,Macerata
473,IT0015,University of Molise,2013,0,626,7573,1304,124,30,746.0,2063.0,9031,Campobasso
474,IT0017,University of Cassino and Southern Lazio,2013,0,591,8715,1511,184,42,496.0,1496.0,10452,Frosinone
475,IT0019,University of Catania,2013,0,1835,51004,7573,307,213,10746.0,32761.0,59097,Catania
476,IT0020,"University ""Magna Graecia""",2013,0,533,10698,1553,166,115,1243.0,2608.0,12532,Catanzaro
477,IT0022,Kore University of Enna (UKE),2013,0,164,6216,1106,49,20,65.0,91.0,7391,Enna
478,IT0023,University of Ferrara,2013,0,1375,16307,3219,398,98,7339.0,22347.0,20022,Vicenza
479,IT0025,University of Florence,2013,0,2278,52325,9360,1014,364,17000.0,53836.0,63063,Florence
480,IT0027,University of Foggia,2013,0,467,9753,1654,121,39,1162.0,2826.0,11567,Foggia
481,IT0028,University of Genoa,2013,0,2010,34098,6902,1078,307,16559.0,47129.0,42385,Genova
482,IT0029,University of L'Aquila,2013,0,798,24890,3797,320,104,4074.0,10694.0,29111,L'Aquila
483,IT0030,University of Salento,2013,0,821,19035,3751,396,177,2118.0,6066.0,23359,Lecce
484,IT0032,University of Macerata,2013,0,514,10162,2034,170,90,179.0,334.0,12456,Macerata
485,IT0033,University of Messina,2013,0,1543,27726,5429,364,262,7074.0,22520.0,33781,Messina
486,IT0035,Politecnico di Milano,2013,0,2468,41567,10330,1136,297,7280.0,20667.0,53330,Milano
487,IT0036,Università Cattolica del Sacro Cuore,2013,0,4441,39881,11414,638,198,8080.0,23468.0,52131,Roma
488,IT0038,University of Milan,2013,0,4692,63357,11154,1289,386,37207.0,100615.0,76186,Milano
489,IT0039,Vita-Salute San Raffaele University,2013,0,441,2360,534,144,40,1768.0,3727.0,3078,Milano
490,IT0040,University of Milano-Bicocca,2013,0,1149,33001,6328,604,194,4452.0,10345.0,40127,Milano
491,IT0041,Online University San Raffaele Rome,2013,0,64,979,74,7,0,3.0,3.0,1060,Roma
492,IT0042,University of Modena and Reggio Emilia (UNIMORE),2013,0,1194,20883,4097,379,121,7921.0,23222.0,25480,Modena
493,IT0043,Suor Orsola Benincasa University,2013,0,223,9377,2202,18,1,18.0,32.0,11598,Napoli
494,IT0044,Second University of Naples,2013,0,1306,27976,4653,474,175,5437.0,14127.0,33278,Napoli
495,IT0045,University of Naples Federico II,2013,0,2589,82036,13473,1040,495,13004.0,32946.0,97044,Napoli
496,IT0050,University of Padova,2013,0,3836,60776,12999,1436,504,24892.0,73299.0,75715,Padua
497,IT0051,University of Palermo,2013,0,2205,44711,9683,780,49,11022.0,31215.0,55223,Palermo
498,IT0052,University of Parma,2013,0,1461,26032,5716,446,151,10146.0,29003.0,32345,Parma
499,IT0053,Institute for Advanced Study - IUSS of Pavia,2013,0,69,99,76,80,16,66.0,98.0,271,Pavia
500,IT0054,University of Pavia,2013,0,1724,22894,4793,546,198,13780.0,40048.0,28431,Pavia
501,IT0055,University of Perugia,2013,0,1291,24091,4930,432,115,9293.0,28920.0,29568,Perugia
502,IT0056,University for Foreigners Perugia,2013,0,79,1150,223,25,8,20.0,26.0,1406,Perugia
503,IT0057,Scuola Normale Superiore,2013,0,128,0,0,266,54,2124.0,5818.0,320,Pisa
504,IT0059,University of Pisa,2013,0,2631,47424,7939,733,237,16925.0,52385.0,56333,Pisa
505,IT0060,University of the Basilicata,2013,0,446,7358,1167,180,52,1427.0,4174.0,8757,Potenza
506,IT0061,Università Mediterranea of Reggio Calabria,2013,0,300,7636,987,126,64,971.0,2128.0,8813,Reggio Di Calabria
507,IT0063,Roma Tre University,2013,0,1397,36670,6882,837,183,1678.0,4097.0,44572,Roma
508,IT0065,LUISS Guido Carli,2013,0,1002,8366,2723,177,47,248.0,381.0,11313,Roma
509,IT0066,Free University Maria SS. Assunta (LUMSA),2013,0,284,6843,2003,43,12,68.0,116.0,8901,Roma
510,IT0067,Campus Bio-Medico University,2013,0,253,1948,456,76,21,794.0,1679.0,2501,Roma
511,IT0068,Sapienza University of Rome,2013,0,4190,112060,21709,3257,903,31457.0,77102.0,137929,Roma
512,IT0069,"University of Rome ""Foro Italico""",2013,0,90,2444,427,42,14,211.0,508.0,2927,Roma
513,IT0070,University of Rome Tor Vergata,2013,0,1783,33956,7044,1510,327,7465.0,18648.0,42837,Roma
514,IT0072,Marconi University,2013,0,220,14827,1818,94,22,30.0,45.0,16761,Roma
515,IT0075,International Online University UNINETTUNO,2013,0,149,9082,214,0,0,15.0,24.0,9296,Roma
516,IT0077,University of Salerno,2013,0,1372,35658,4711,495,156,2995.0,9100.0,41020,Salerno
517,IT0078,University of Sassari,2013,0,807,14097,2341,335,95,5123.0,13958.0,16868,Sassari
518,IT0079,University of Siena,2013,0,1508,16841,3778,406,181,8216.0,25050.0,21206,Siena
519,IT0081,University of Teramo,2013,0,350,6843,1532,126,39,411.0,1141.0,8540,Teramo
520,IT0082,Politecnico di Torino,2013,0,1022,28996,5743,689,212,4686.0,13717.0,35640,Torino
521,IT0083,University of Turin,2013,0,2883,68304,12955,1075,312,20162.0,59139.0,82646,Torino
522,IT0085,University of Trento,2013,0,980,16768,3266,595,178,3487.0,9083.0,20807,Trento
523,IT0086,International School for Advanced Studies (SISSA),2013,0,106,0,0,239,51,2257.0,5452.0,290,Trieste
524,IT0087,University of Trieste,2013,0,1288,17123,3509,396,123,8777.0,25922.0,21151,Trieste
525,IT0088,University of Udine,2013,0,1149,15882,3226,328,137,3889.0,10491.0,19573,Udine
526,IT0089,University of Urbino Carlo Bo,2013,0,750,14306,2841,182,56,1243.0,4123.0,17385,Pesaro E Urbino
527,IT0091,Ca’ Foscari University of Venice,2013,0,727,19968,4688,361,116,1284.0,3542.0,25133,Venezia
528,IT0092,University IUAV of Venice,2013,0,325,4684,1719,0,50,166.0,324.0,6453,Venezia
529,IT0093,"University of Piemonte Orientale ""Amedeo Avogadro""",2013,0,509,10482,1937,159,62,1618.0,3800.0,12640,Vercelli
530,IT0094,University of Verona,2013,0,1580,23265,4859,483,163,7255.0,18987.0,28770,Verona
531,IT0095,University of Tuscia,2013,0,457,7476,1505,293,83,1376.0,3944.0,9357,Viterbo
532,IT0244,Link Campus University,2013,0,227,1522,74,0,0,3.0,3.0,1596,Roma
533,IT0001,Marche Polytechnic University,2012,0,734,16128,3414,359,129,3868.0,10536.0,20030,Ancona
534,IT0002,Università della Valle d’Aosta,2012,0,114,1202,157,0,0,21.0,36.0,1359,Aosta
535,IT0003,University of Calabria,2012,0,1033,31476,5242,373,148,2856.0,9355.0,37239,Cosenza
536,IT0004,Polytechnic of Bari,2012,0,433,9889,1631,159,50,1125.0,3169.0,11729,Bari
537,IT0005,University of Bari Aldo Moro,2012,0,1777,50767,8397,650,373,11088.0,32788.0,60187,Bari
538,IT0006,University of Sannio,2012,0,288,6201,851,113,38,419.0,1190.0,7203,Benevento
539,IT0008,University of Bergamo,2012,0,642,14702,2634,274,69,401.0,926.0,17679,Bergamo
540,IT0009,University of Bologna,2012,0,3914,78381,16558,1661,526,22593.0,69397.0,97126,Bologna
541,IT0010,Free University of Bozen-Bolzano,2012,0,303,2794,670,99,13,159.0,279.0,3576,Bolzano
542,IT0012,University of Brescia,2012,0,2152,14478,2608,226,60,5100.0,13390.0,17372,Brescia
543,IT0013,University of Cagliari,2012,0,1344,28617,5312,651,117,6705.0,20740.0,34697,Cagliari
544,IT0014,University of Camerino,2012,0,485,7098,1352,250,53,2115.0,7137.0,8753,Macerata
545,IT0015,University of Molise,2012,0,653,7432,1237,86,30,678.0,1841.0,8785,Campobasso
546,IT0017,University of Cassino and Southern Lazio,2012,0,524,8936,1675,190,38,457.0,1342.0,10839,Frosinone
547,IT0019,University of Catania,2012,0,1872,51138,8315,361,351,10273.0,31059.0,60165,Catania
548,IT0020,"University ""Magna Graecia""",2012,0,481,9816,1714,185,46,1090.0,2186.0,11761,Catanzaro
549,IT0022,Kore University of Enna (UKE),2012,0,168,6013,969,54,0,35.0,45.0,7036,Enna
550,IT0023,University of Ferrara,2012,0,1459,16127,2846,398,128,7054.0,21252.0,19499,Vicenza
551,IT0025,University of Florence,2012,0,2301,51496,10178,960,391,16299.0,51092.0,63025,Florence
552,IT0027,University of Foggia,2012,0,414,9849,1637,173,44,1020.0,2413.0,11703,Foggia
553,IT0028,University of Genoa,2012,0,2117,34343,6808,1093,263,15899.0,45058.0,42507,Genova
554,IT0029,University of L'Aquila,2012,0,942,24478,3591,341,101,3869.0,9988.0,28511,L'Aquila
555,IT0030,University of Salento,2012,0,821,20028,4026,324,166,1959.0,5536.0,24544,Lecce
556,IT0032,University of Macerata,2012,0,543,9885,1890,170,67,154.0,284.0,12012,Macerata
557,IT0033,University of Messina,2012,0,1596,28694,5386,475,316,6769.0,21301.0,34871,Messina
558,IT0035,Politecnico di Milano,2012,0,2558,40126,9855,1073,221,6746.0,18881.0,51275,Milano
559,IT0036,Università Cattolica del Sacro Cuore,2012,0,4410,40453,10886,622,247,7702.0,21991.0,52208,Roma
560,IT0038,University of Milan,2012,0,4624,60858,10930,1403,456,35687.0,96004.0,73647,Milano
561,IT0039,Vita-Salute San Raffaele University,2012,0,446,2333,651,156,46,1585.0,3262.0,3186,Milano
562,IT0040,University of Milano-Bicocca,2012,0,1159,32947,5759,591,184,3988.0,8983.0,39481,Milano
563,IT0041,Online University San Raffaele Rome,2012,0,65,829,168,8,0,2.0,2.0,1005,Roma
564,IT0042,University of Modena and Reggio Emilia (UNIMORE),2012,0,1170,19779,3856,338,149,7570.0,21961.0,24122,Modena
565,IT0043,Suor Orsola Benincasa University,2012,0,222,9097,2094,27,11,17.0,29.0,11229,Napoli
566,IT0044,Second University of Naples,2012,0,1270,28208,5000,548,172,4997.0,12770.0,33928,Napoli
567,IT0045,University of Naples Federico II,2012,0,3007,84433,13885,1442,417,12032.0,29603.0,100177,Napoli
568,IT0050,University of Padova,2012,0,3917,59787,13149,1435,481,23751.0,69254.0,74852,Padua
569,IT0051,University of Palermo,2012,0,2073,46796,8516,913,330,10357.0,29244.0,56555,Palermo
570,IT0052,University of Parma,2012,0,1294,26530,5488,426,163,9647.0,27579.0,32607,Parma
571,IT0053,Institute for Advanced Study - IUSS of Pavia,2012,0,57,67,76,69,12,58.0,80.0,224,Pavia
572,IT0054,University of Pavia,2012,0,1816,22757,4656,607,199,13330.0,38435.0,28219,Pavia
573,IT0055,University of Perugia,2012,0,1269,25461,4967,365,229,8925.0,27448.0,31022,Perugia
574,IT0056,University for Foreigners Perugia,2012,0,82,1221,397,25,3,16.0,18.0,1646,Perugia
575,IT0057,Scuola Normale Superiore,2012,0,116,0,0,279,69,2040.0,5569.0,348,Pisa
576,IT0059,University of Pisa,2012,0,2536,49018,8023,746,315,16228.0,49867.0,58102,Pisa
577,IT0060,University of the Basilicata,2012,0,468,7561,919,180,51,1330.0,3805.0,8711,Potenza
578,IT0061,Università Mediterranea of Reggio Calabria,2012,0,352,8239,1112,156,69,927.0,1956.0,9576,Reggio Di Calabria
579,IT0063,Roma Tre University,2012,0,1481,35962,6469,629,144,1478.0,3537.0,43204,Roma
580,IT0065,LUISS Guido Carli,2012,0,985,8250,2435,124,55,201.0,301.0,10864,Roma
581,IT0066,Free University Maria SS. Assunta (LUMSA),2012,0,357,6858,1617,50,11,62.0,101.0,8536,Roma
582,IT0067,Campus Bio-Medico University,2012,0,294,1987,500,84,26,685.0,1449.0,2597,Roma
583,IT0068,Sapienza University of Rome,2012,0,4308,110528,22738,3155,869,29140.0,70920.0,137290,Roma
584,IT0069,"University of Rome ""Foro Italico""",2012,0,76,2159,352,45,17,179.0,421.0,2573,Roma
585,IT0070,University of Rome Tor Vergata,2012,0,1732,34421,6851,1621,409,6894.0,16825.0,43302,Roma
586,IT0072,Marconi University,2012,0,244,15433,2719,67,1,21.0,22.0,18220,Roma
587,IT0075,International Online University UNINETTUNO,2012,0,113,8246,183,0,0,12.0,14.0,8429,Roma
588,IT0077,University of Salerno,2012,0,1396,34174,4637,468,168,2680.0,8105.0,39447,Salerno
589,IT0078,University of Sassari,2012,0,810,13952,2489,422,118,4850.0,13110.0,16981,Sassari
590,IT0079,University of Siena,2012,0,1505,17265,3813,495,268,7862.0,23787.0,21841,Siena
591,IT0081,University of Teramo,2012,0,418,7109,1311,110,30,377.0,998.0,8560,Teramo
592,IT0082,Politecnico di Torino,2012,0,1052,27845,5646,708,214,4300.0,12484.0,34413,Torino
593,IT0083,University of Turin,2012,0,2993,66245,12522,1037,421,19190.0,55783.0,80225,Torino
594,IT0085,University of Trento,2012,0,913,16226,3008,574,133,3170.0,8203.0,19941,Trento
595,IT0086,International School for Advanced Studies (SISSA),2012,0,107,0,0,242,75,2121.0,5107.0,317,Trieste
596,IT0087,University of Trieste,2012,0,1345,17181,3778,375,133,8478.0,24872.0,21467,Trieste
597,IT0088,University of Udine,2012,0,1222,15828,3100,408,127,3671.0,9803.0,19463,Udine
598,IT0089,University of Urbino Carlo Bo,2012,0,694,13985,2905,171,67,1188.0,3859.0,17128,Pesaro E Urbino
599,IT0091,Ca’ Foscari University of Venice,2012,0,759,18917,4221,348,121,1161.0,3258.0,23607,Venezia
600,IT0092,University IUAV of Venice,2012,0,408,4867,1772,0,0,148.0,275.0,6639,Venezia
601,IT0093,"University of Piemonte Orientale ""Amedeo Avogadro""",2012,0,558,10238,1609,166,46,1461.0,3306.0,12059,Vercelli
602,IT0094,University of Verona,2012,0,1550,23499,4948,567,181,6812.0,17782.0,29195,Verona
603,IT0095,University of Tuscia,2012,0,476,7244,1753,279,98,1266.0,3571.0,9374,Viterbo
604,IT0001,Marche Polytechnic University,2011,0,688,16894,3050,340,144,3622.0,9751.0,20428,Ancona
605,IT0002,Università della Valle d’Aosta,2011,0,145,995,177,0,0,18.0,26.0,1172,Aosta
606,IT0003,University of Calabria,2011,0,1045,30316,5132,394,143,2649.0,8556.0,35985,Cosenza
607,IT0004,Polytechnic of Bari,2011,0,451,12117,1458,173,48,1047.0,2876.0,13796,Bari
608,IT0005,University of Bari Aldo Moro,2011,0,1808,53760,7969,803,342,10583.0,31163.0,62874,Bari
609,IT0006,University of Sannio,2011,0,299,5993,720,121,25,371.0,1032.0,6859,Benevento
610,IT0008,University of Bergamo,2011,0,599,14505,2692,299,58,323.0,750.0,17554,Bergamo
611,IT0009,University of Bologna,2011,0,3980,80734,15687,1685,578,21472.0,65706.0,98684,Bologna
612,IT0010,Free University of Bozen-Bolzano,2011,0,287,1667,394,85,10,112.0,187.0,2156,Bolzano
613,IT0012,University of Brescia,2011,0,1851,14871,2508,204,48,4783.0,12469.0,17631,Brescia
614,IT0013,University of Cagliari,2011,0,1509,27718,4245,538,136,6340.0,19605.0,32637,Cagliari
615,IT0014,University of Camerino,2011,0,462,7599,1247,0,49,2012.0,6784.0,8895,Macerata
616,IT0015,University of Molise,2011,0,595,8146,1408,104,30,615.0,1646.0,9688,Campobasso
617,IT0017,University of Cassino and Southern Lazio,2011,0,510,9843,1434,134,58,413.0,1180.0,11469,Frosinone
618,IT0019,University of Catania,2011,0,1845,49300,7026,457,307,9808.0,29468.0,57090,Catania
619,IT0020,"University ""Magna Graecia""",2011,0,397,10185,1875,167,24,896.0,1790.0,12251,Catanzaro
620,IT0022,Kore University of Enna (UKE),2011,0,206,5637,973,47,0,15.0,19.0,6657,Enna
621,IT0023,University of Ferrara,2011,0,1489,17145,3250,360,104,6732.0,20234.0,20859,Vicenza
622,IT0025,University of Florence,2011,0,2511,52293,10160,1066,440,15500.0,48513.0,63959,Florence
623,IT0027,University of Foggia,2011,0,422,10727,1561,120,55,892.0,2054.0,12463,Foggia
624,IT0028,University of Genoa,2011,0,1982,34461,6246,1092,267,15279.0,43082.0,42066,Genova
625,IT0029,University of L'Aquila,2011,0,908,23798,3474,354,66,3674.0,9384.0,27692,L'Aquila
626,IT0030,University of Salento,2011,0,874,18919,3886,361,166,1802.0,5038.0,23332,Lecce
627,IT0032,University of Macerata,2011,0,535,8991,1723,207,25,124.0,230.0,10946,Macerata
628,IT0033,University of Messina,2011,0,1592,31105,4870,607,321,6434.0,20168.0,36903,Messina
629,IT0035,Politecnico di Milano,2011,0,2645,38269,9585,1123,263,6053.0,17185.0,49240,Milano
630,IT0036,Università Cattolica del Sacro Cuore,2011,0,4516,40142,10011,650,207,7180.0,20479.0,51010,Roma
631,IT0038,University of Milan,2011,0,4675,60270,10169,1321,264,34189.0,91603.0,72024,Milano
632,IT0039,Vita-Salute San Raffaele University,2011,0,432,2333,638,172,49,1342.0,2748.0,3192,Milano
633,IT0040,University of Milano-Bicocca,2011,0,1210,32144,5492,568,176,3487.0,7667.0,38380,Milano
634,IT0042,University of Modena and Reggio Emilia (UNIMORE),2011,0,1183,17773,3831,372,164,7217.0,20805.0,22140,Modena
635,IT0043,Suor Orsola Benincasa University,2011,0,324,8449,1606,20,7,14.0,23.0,10082,Napoli
636,IT0044,Second University of Naples,2011,0,1381,28894,4598,530,125,4601.0,11639.0,34147,Napoli
637,IT0045,University of Naples Federico II,2011,0,3235,83292,12477,1428,513,11148.0,26729.0,97710,Napoli
638,IT0050,University of Padova,2011,0,3879,60345,12480,1512,483,22573.0,65556.0,74820,Padua
639,IT0051,University of Palermo,2011,0,2227,50888,7861,700,417,9708.0,27426.0,59866,Palermo
640,IT0052,University of Parma,2011,0,1459,26757,4847,451,135,9203.0,26282.0,32190,Parma
641,IT0053,Institute for Advanced Study - IUSS of Pavia,2011,0,65,89,68,61,17,37.0,53.0,235,Pavia
642,IT0054,University of Pavia,2011,0,1944,22273,4602,621,221,12788.0,36837.0,27717,Pavia
643,IT0055,University of Perugia,2011,0,1285,27575,5115,327,184,8538.0,26046.0,33201,Perugia
644,IT0056,University for Foreigners Perugia,2011,0,85,1343,468,27,0,14.0,16.0,1838,Perugia
645,IT0057,Scuola Normale Superiore,2011,0,123,0,0,179,44,1912.0,5337.0,223,Pisa
646,IT0059,University of Pisa,2011,0,2557,49602,7910,766,361,15475.0,47412.0,58639,Pisa
647,IT0060,University of the Basilicata,2011,0,480,7436,826,182,67,1239.0,3502.0,8511,Potenza
648,IT0061,Università Mediterranea of Reggio Calabria,2011,0,352,8665,1027,195,77,881.0,1817.0,9964,Reggio Di Calabria
649,IT0063,Roma Tre University,2011,0,1444,34978,6173,635,185,1276.0,3050.0,41971,Roma
650,IT0065,LUISS Guido Carli,2011,0,978,7851,2400,152,43,162.0,241.0,10446,Roma
651,IT0066,Free University Maria SS. Assunta (LUMSA),2011,0,392,6176,1494,52,11,52.0,83.0,7733,Roma
652,IT0067,Campus Bio-Medico University,2011,0,256,1941,324,77,13,579.0,1228.0,2355,Roma
653,IT0068,Sapienza University of Rome,2011,0,4836,112472,22047,3077,858,27098.0,65566.0,138454,Roma
654,IT0069,"University of Rome ""Foro Italico""",2011,0,85,1467,277,43,17,153.0,343.0,1804,Roma
655,IT0070,University of Rome Tor Vergata,2011,0,1773,34953,7672,1655,380,6344.0,15197.0,44660,Roma
656,IT0072,Marconi University,2011,0,251,15182,3239,62,22,6.0,6.0,18505,Roma
657,IT0075,International Online University UNINETTUNO,2011,0,94,11488,187,0,0,5.0,5.0,11675,Roma
658,IT0077,University of Salerno,2011,0,1231,34367,3962,462,159,2389.0,7325.0,38950,Salerno
659,IT0078,University of Sassari,2011,0,789,13641,2170,392,116,4575.0,12354.0,16319,Sassari
660,IT0079,University of Siena,2011,0,1593,16964,4003,621,243,7496.0,22479.0,21831,Siena
661,IT0080,University for Foreigners of Siena,2011,0,58,835,203,31,7,5.0,5.0,1076,Siena
662,IT0081,University of Teramo,2011,0,426,7911,1940,117,52,332.0,862.0,10020,Teramo
663,IT0082,Politecnico di Torino,2011,0,1207,28631,5176,747,194,3876.0,11326.0,34748,Torino
664,IT0083,University of Turin,2011,0,3150,62740,11677,1040,367,18183.0,52766.0,75824,Torino
665,IT0085,University of Trento,2011,0,835,16038,2723,577,152,2809.0,7435.0,19490,Trento
666,IT0086,International School for Advanced Studies (SISSA),2011,0,87,0,0,0,0,1951.0,4768.0,0,Trieste
667,IT0087,University of Trieste,2011,0,1300,17511,3295,382,154,8146.0,23861.0,21342,Trieste
668,IT0088,University of Udine,2011,0,1305,14875,2902,404,128,3461.0,9157.0,18309,Udine
669,IT0089,University of Urbino Carlo Bo,2011,0,766,13953,2616,181,77,1112.0,3590.0,16827,Pesaro E Urbino
670,IT0091,Ca’ Foscari University of Venice,2011,0,810,17723,3949,330,98,1045.0,3003.0,22100,Venezia
671,IT0092,University IUAV of Venice,2011,0,398,5284,1473,151,49,120.0,221.0,6957,Venezia
672,IT0093,"University of Piemonte Orientale ""Amedeo Avogadro""",2011,0,623,9527,1751,171,44,1267.0,2792.0,11493,Vercelli
673,IT0094,University of Verona,2011,0,1352,23096,4283,580,163,6359.0,16631.0,28122,Verona
674,IT0095,University of Tuscia,2011,0,469,7780,1869,275,95,1142.0,3231.0,10019,Viterbo
